threads,run,time_ms
12,6,Sorted correctly
Chase-Lev time: 8992 us
Tasks created: 38778
12,7,Sorted correctly
Chase-Lev time: 9609 us
Tasks created: 38778
12,8,Sorted correctly
Chase-Lev time: 9560 us
Tasks created: 38778
12,9,Sorted correctly
Chase-Lev time: 9316 us
Tasks created: 38778
12,10,Sorted correctly
Chase-Lev time: 8987 us
Tasks created: 38778
12,11,Sorted correctly
Chase-Lev time: 9651 us
Tasks created: 38778
12,12,Sorted correctly
Chase-Lev time: 10027 us
Tasks created: 38778
12,13,Sorted correctly
Chase-Lev time: 9256 us
Tasks created: 38778
12,14,Sorted correctly
Chase-Lev time: 9147 us
Tasks created: 38778
12,15,Sorted correctly
Chase-Lev time: 10980 us
Tasks created: 38778
12,16,Sorted correctly
Chase-Lev time: 10868 us
Tasks created: 38778
12,17,Sorted correctly
Chase-Lev time: 9368 us
Tasks created: 38778
12,18,Sorted correctly
Chase-Lev time: 9766 us
Tasks created: 38778
12,19,Sorted correctly
Chase-Lev time: 9375 us
Tasks created: 38778
12,20,Sorted correctly
Chase-Lev time: 9665 us
Tasks created: 38778
12,21,Sorted correctly
Chase-Lev time: 9590 us
Tasks created: 38778
12,22,Sorted correctly
Chase-Lev time: 9186 us
Tasks created: 38778
12,23,Sorted correctly
Chase-Lev time: 9285 us
Tasks created: 38778
12,24,Sorted correctly
Chase-Lev time: 9495 us
Tasks created: 38778
12,25,Sorted correctly
Chase-Lev time: 9640 us
Tasks created: 38778
12,26,Sorted correctly
Chase-Lev time: 9881 us
Tasks created: 38778
12,27,Sorted correctly
Chase-Lev time: 9558 us
Tasks created: 38778
12,28,Sorted correctly
Chase-Lev time: 9014 us
Tasks created: 38778
12,29,Sorted correctly
Chase-Lev time: 9681 us
Tasks created: 38778
12,30,Sorted correctly
Chase-Lev time: 19021 us
Tasks created: 38778
12,31,Sorted correctly
Chase-Lev time: 9289 us
Tasks created: 38778
12,32,Sorted correctly
Chase-Lev time: 9550 us
Tasks created: 38778
12,33,Sorted correctly
Chase-Lev time: 9776 us
Tasks created: 38778
12,34,Sorted correctly
Chase-Lev time: 8609 us
Tasks created: 38778
12,35,Sorted correctly
Chase-Lev time: 9035 us
Tasks created: 38778
12,36,Sorted correctly
Chase-Lev time: 9275 us
Tasks created: 38778
12,37,Sorted correctly
Chase-Lev time: 8848 us
Tasks created: 38778
12,38,Sorted correctly
Chase-Lev time: 9162 us
Tasks created: 38778
12,39,Sorted correctly
Chase-Lev time: 8682 us
Tasks created: 38778
12,40,Sorted correctly
Chase-Lev time: 9080 us
Tasks created: 38778
12,41,Sorted correctly
Chase-Lev time: 8736 us
Tasks created: 38778
12,42,Sorted correctly
Chase-Lev time: 9182 us
Tasks created: 38778
12,43,Sorted correctly
Chase-Lev time: 9052 us
Tasks created: 38778
12,44,Sorted correctly
Chase-Lev time: 8442 us
Tasks created: 38778
12,45,Sorted correctly
Chase-Lev time: 8957 us
Tasks created: 38778
12,46,Sorted correctly
Chase-Lev time: 9457 us
Tasks created: 38778
12,47,Sorted correctly
Chase-Lev time: 8688 us
Tasks created: 38778
12,48,Sorted correctly
Chase-Lev time: 13941 us
Tasks created: 38778
12,49,Sorted correctly
Chase-Lev time: 9047 us
Tasks created: 38778
12,50,Sorted correctly
Chase-Lev time: 9382 us
Tasks created: 38778
12,51,Sorted correctly
Chase-Lev time: 8870 us
Tasks created: 38778
12,52,Sorted correctly
Chase-Lev time: 8363 us
Tasks created: 38778
12,53,Sorted correctly
Chase-Lev time: 9830 us
Tasks created: 38778
12,54,Sorted correctly
Chase-Lev time: 8961 us
Tasks created: 38778
12,55,Sorted correctly
Chase-Lev time: 8228 us
Tasks created: 38778
12,56,Sorted correctly
Chase-Lev time: 8514 us
Tasks created: 38778
12,57,Sorted correctly
Chase-Lev time: 9268 us
Tasks created: 38778
12,58,Sorted correctly
Chase-Lev time: 9242 us
Tasks created: 38778
12,59,Sorted correctly
Chase-Lev time: 8204 us
Tasks created: 38778
12,60,Sorted correctly
Chase-Lev time: 8261 us
Tasks created: 38778
